Country,Year,Series,Value
United Kingdom,1990,Changes in stocks (petajoules),-84
United Kingdom,1995,Changes in stocks (petajoules),-265
United Kingdom,2000,Changes in stocks (petajoules),-138
United Kingdom,2005,Changes in stocks (petajoules),0
United Kingdom,2010,Changes in stocks (petajoules),-265
United Kingdom,2013,Changes in stocks (petajoules),26
United Kingdom,2014,Changes in stocks (petajoules),132
United Kingdom,2015,Changes in stocks (petajoules),-112
United Kingdom,1990,Total supply (petajoules),8527
United Kingdom,1995,Total supply (petajoules),8925
United Kingdom,2000,Total supply (petajoules),9216
United Kingdom,2005,Total supply (petajoules),9219
United Kingdom,2010,Total supply (petajoules),8442
United Kingdom,2013,Total supply (petajoules),7919
United Kingdom,2014,Total supply (petajoules),7462
United Kingdom,2015,Total supply (petajoules),7498
United Kingdom,1990,Supply per capita (gigajoules),149
United Kingdom,1995,Supply per capita (gigajoules),154
United Kingdom,2000,Supply per capita (gigajoules),157
United Kingdom,2005,Supply per capita (gigajoules),153
United Kingdom,2010,Supply per capita (gigajoules),135
United Kingdom,2013,Supply per capita (gigajoules),124
United Kingdom,2014,Supply per capita (gigajoules),116
United Kingdom,2015,Supply per capita (gigajoules),116
United Rep. of Tanzania,1990,Primary energy production (petajoules),315
United Rep. of Tanzania,1995,Primary energy production (petajoules),434
United Rep. of Tanzania,2000,Primary energy production (petajoules),543
United Rep. of Tanzania,2005,Primary energy production (petajoules),665
United Rep. of Tanzania,2010,Primary energy production (petajoules),782
United Rep. of Tanzania,2013,Primary energy production (petajoules),882
United Rep. of Tanzania,2014,Primary energy production (petajoules),928
United Rep. of Tanzania,2015,Primary energy production (petajoules),958
United Rep. of Tanzania,1990,Net imports [Imports - Exports - Bunkers] (petajoules),27
United Rep. of Tanzania,1995,Net imports [Imports - Exports - Bunkers] (petajoules),30
United Rep. of Tanzania,2000,Net imports [Imports - Exports - Bunkers] (petajoules),30
United Rep. of Tanzania,2005,Net imports [Imports - Exports - Bunkers] (petajoules),57
United Rep. of Tanzania,2010,Net imports [Imports - Exports - Bunkers] (petajoules),64
United Rep. of Tanzania,2013,Net imports [Imports - Exports - Bunkers] (petajoules),113
United Rep. of Tanzania,2014,Net imports [Imports - Exports - Bunkers] (petajoules),111
United Rep. of Tanzania,2015,Net imports [Imports - Exports - Bunkers] (petajoules),128
United Rep. of Tanzania,1990,Changes in stocks (petajoules),0
United Rep. of Tanzania,1990,Total supply (petajoules),341
United Rep. of Tanzania,1995,Total supply (petajoules),463
United Rep. of Tanzania,2000,Total supply (petajoules),572
United Rep. of Tanzania,2005,Total supply (petajoules),722
United Rep. of Tanzania,2010,Total supply (petajoules),847
United Rep. of Tanzania,2013,Total supply (petajoules),995
United Rep. of Tanzania,2014,Total supply (petajoules),1039
United Rep. of Tanzania,2015,Total supply (petajoules),1087
United Rep. of Tanzania,1990,Supply per capita (gigajoules),13
United Rep. of Tanzania,1995,Supply per capita (gigajoules),15
United Rep. of Tanzania,2000,Supply per capita (gigajoules),17
United Rep. of Tanzania,2005,Supply per capita (gigajoules),19
United Rep. of Tanzania,2010,Supply per capita (gigajoules),19
United Rep. of Tanzania,2013,Supply per capita (gigajoules),20
United Rep. of Tanzania,2014,Supply per capita (gigajoules),20
United Rep. of Tanzania,2015,Supply per capita (gigajoules),20
United States of America,1990,Primary energy production (petajoules),68588
United States of America,1995,Primary energy production (petajoules),68963
United States of America,2000,Primary energy production (petajoules),69339
United States of America,2005,Primary energy production (petajoules),68124
United States of America,2010,Primary energy production (petajoules),71882
United States of America,2013,Primary energy production (petajoules),77910
United States of America,2014,Primary energy production (petajoules),83581
United States of America,2015,Primary energy production (petajoules),84007
United States of America,1990,Net imports [Imports - Exports - Bunkers] (petajoules),12528
United States of America,1995,Net imports [Imports - Exports - Bunkers] (petajoules),16273
United States of America,2000,Net imports [Imports - Exports - Bunkers] (petajoules),23218
United States of America,2005,Net imports [Imports - Exports - Bunkers] (petajoules),28307
United States of America,2010,Net imports [Imports - Exports - Bunkers] (petajoules),19895
United States of America,2013,Net imports [Imports - Exports - Bunkers] (petajoules),10884
United States of America,2014,Net imports [Imports - Exports - Bunkers] (petajoules),8999
United States of America,2015,Net imports [Imports - Exports - Bunkers] (petajoules),8794
United States of America,1990,Changes in stocks (petajoules),1606
United States of America,1995,Changes in stocks (petajoules),-764
United States of America,2000,Changes in stocks (petajoules),-1980
United States of America,2005,Changes in stocks (petajoules),-16
United States of America,2010,Changes in stocks (petajoules),-263
United States of America,2013,Changes in stocks (petajoules),-1374
United States of America,2014,Changes in stocks (petajoules),703
United States of America,2015,Changes in stocks (petajoules),2110
United States of America,1990,Total supply (petajoules),79510
United States of America,1995,Total supply (petajoules),86000
United States of America,2000,Total supply (petajoules),94538
United States of America,2005,Total supply (petajoules),96447
United States of America,2010,Total supply (petajoules),92040
United States of America,2013,Total supply (petajoules),90168
United States of America,2014,Total supply (petajoules),91877
United States of America,2015,Total supply (petajoules),90691
United States of America,1990,Supply per capita (gigajoules),314
United States of America,1995,Supply per capita (gigajoules),323
United States of America,2000,Supply per capita (gigajoules),335
United States of America,2005,Supply per capita (gigajoules),325
United States of America,2010,Supply per capita (gigajoules),297
United States of America,2013,Supply per capita (gigajoules),284
United States of America,2014,Supply per capita (gigajoules),288
United States of America,2015,Supply per capita (gigajoules),282
United States Virgin Islands,2013,Primary energy production (petajoules),0
United States Virgin Islands,2014,Primary energy production (petajoules),0
United States Virgin Islands,2015,Primary energy production (petajoules),0
United States Virgin Islands,2013,Total supply (petajoules),0
United States Virgin Islands,2014,Total supply (petajoules),0
United States Virgin Islands,2015,Total supply (petajoules),0
United States Virgin Islands,2013,Supply per capita (gigajoules),0
United States Virgin Islands,2014,Supply per capita (gigajoules),1
United States Virgin Islands,2015,Supply per capita (gigajoules),1
Uruguay,1990,Primary energy production (petajoules),51
Uruguay,1995,Primary energy production (petajoules),45
Uruguay,2000,Primary energy production (petajoules),46
Uruguay,2005,Primary energy production (petajoules),45
Uruguay,2010,Primary energy production (petajoules),89
Uruguay,2013,Primary energy production (petajoules),95
Uruguay,2014,Primary energy production (petajoules),113
Uruguay,2015,Primary energy production (petajoules),126
Uruguay,1990,Net imports [Imports - Exports - Bunkers] (petajoules),44
Uruguay,1995,Net imports [Imports - Exports - Bunkers] (petajoules),66
Uruguay,2000,Net imports [Imports - Exports - Bunkers] (petajoules),70
Uruguay,2005,Net imports [Imports - Exports - Bunkers] (petajoules),75
Uruguay,2010,Net imports [Imports - Exports - Bunkers] (petajoules),85
Uruguay,2013,Net imports [Imports - Exports - Bunkers] (petajoules),94
Uruguay,2014,Net imports [Imports - Exports - Bunkers] (petajoules),85
Uruguay,2015,Net imports [Imports - Exports - Bunkers] (petajoules),89
Uruguay,1990,Changes in stocks (petajoules),-2
Uruguay,1995,Changes in stocks (petajoules),4
Uruguay,2000,Changes in stocks (petajoules),-2
Uruguay,2005,Changes in stocks (petajoules),-5
Uruguay,2010,Changes in stocks (petajoules),1
Uruguay,2013,Changes in stocks (petajoules),-7
Uruguay,2014,Changes in stocks (petajoules),-1
Uruguay,2015,Changes in stocks (petajoules),3
Uruguay,1990,Total supply (petajoules),96
Uruguay,1995,Total supply (petajoules),107
Uruguay,2000,Total supply (petajoules),119
Uruguay,2005,Total supply (petajoules),126
Uruguay,2010,Total supply (petajoules),173
Uruguay,2013,Total supply (petajoules),197
Uruguay,2014,Total supply (petajoules),199
Uruguay,2015,Total supply (petajoules),212
Uruguay,1990,Supply per capita (gigajoules),31
Uruguay,1995,Supply per capita (gigajoules),33
Uruguay,2000,Supply per capita (gigajoules),36
Uruguay,2005,Supply per capita (gigajoules),38
Uruguay,2010,Supply per capita (gigajoules),51
Uruguay,2013,Supply per capita (gigajoules),58
Uruguay,2014,Supply per capita (gigajoules),58
Uruguay,2015,Supply per capita (gigajoules),62
Uzbekistan,1995,Primary energy production (petajoules),2045
Uzbekistan,2000,Primary energy production (petajoules),2307
Uzbekistan,2005,Primary energy production (petajoules),2446
Uzbekistan,2010,Primary energy production (petajoules),2309
Uzbekistan,2013,Primary energy production (petajoules),2268
Uzbekistan,2014,Primary energy production (petajoules),2339
Uzbekistan,2015,Primary energy production (petajoules),2344
Uzbekistan,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-170
Uzbekistan,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-177
Uzbekistan,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-395
Uzbekistan,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-499
Uzbekistan,2013,Net imports [Imports - Exports - Bunkers] (petajoules),-469
Uzbekistan,2014,Net imports [Imports - Exports - Bunkers] (petajoules),-510
Uzbekistan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-561
Uzbekistan,1995,Changes in stocks (petajoules),88
Uzbekistan,1995,Total supply (petajoules),1787
Uzbekistan,2000,Total supply (petajoules),2130
Uzbekistan,2005,Total supply (petajoules),2050
Uzbekistan,2010,Total supply (petajoules),1809
Uzbekistan,2013,Total supply (petajoules),1799
Uzbekistan,2014,Total supply (petajoules),1829
Uzbekistan,2015,Total supply (petajoules),1783
Uzbekistan,1995,Supply per capita (gigajoules),78
Uzbekistan,2000,Supply per capita (gigajoules),86
Uzbekistan,2005,Supply per capita (gigajoules),79
Uzbekistan,2010,Supply per capita (gigajoules),65
Uzbekistan,2013,Supply per capita (gigajoules),62
Uzbekistan,2014,Supply per capita (gigajoules),62
Uzbekistan,2015,Supply per capita (gigajoules),60
Vanuatu,1990,Primary energy production (petajoules),0
Vanuatu,1995,Primary energy production (petajoules),0
Vanuatu,2000,Primary energy production (petajoules),1
Vanuatu,2005,Primary energy production (petajoules),1
Vanuatu,2010,Primary energy production (petajoules),1
Vanuatu,2013,Primary energy production (petajoules),1
Vanuatu,2014,Primary energy production (petajoules),1
Vanuatu,2015,Primary energy production (petajoules),1
Vanuatu,1990,Net imports [Imports - Exports - Bunkers] (petajoules),1
Vanuatu,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
Vanuatu,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
Vanuatu,2005,Net imports [Imports - Exports - Bunkers] (petajoules),1
Vanuatu,2010,Net imports [Imports - Exports - Bunkers] (petajoules),2
Vanuatu,2013,Net imports [Imports - Exports - Bunkers] (petajoules),2
Vanuatu,2014,Net imports [Imports - Exports - Bunkers] (petajoules),3
Vanuatu,2015,Net imports [Imports - Exports - Bunkers] (petajoules),2
Vanuatu,2010,Changes in stocks (petajoules),0
Vanuatu,2013,Changes in stocks (petajoules),0
Vanuatu,2014,Changes in stocks (petajoules),0
Vanuatu,2015,Changes in stocks (petajoules),0
Vanuatu,1990,Total supply (petajoules),1
Vanuatu,1995,Total supply (petajoules),1
Vanuatu,2000,Total supply (petajoules),2
Vanuatu,2005,Total supply (petajoules),2
Vanuatu,2010,Total supply (petajoules),3
Vanuatu,2013,Total supply (petajoules),3
Vanuatu,2014,Total supply (petajoules),3
Vanuatu,2015,Total supply (petajoules),3
Vanuatu,1990,Supply per capita (gigajoules),8
Vanuatu,1995,Supply per capita (gigajoules),7
Vanuatu,2000,Supply per capita (gigajoules),11
Vanuatu,2005,Supply per capita (gigajoules),8
Vanuatu,2010,Supply per capita (gigajoules),11
Vanuatu,2013,Supply per capita (gigajoules),10
Vanuatu,2014,Supply per capita (gigajoules),12
Vanuatu,2015,Supply per capita (gigajoules),11
Venezuela (Boliv. Rep. of),1990,Primary energy production (petajoules),5953
Venezuela (Boliv. Rep. of),1995,Primary energy production (petajoules),7962
Venezuela (Boliv. Rep. of),2000,Primary energy production (petajoules),8965
Venezuela (Boliv. Rep. of),2005,Primary energy production (petajoules),8283
Venezuela (Boliv. Rep. of),2010,Primary energy production (petajoules),8139
Venezuela (Boliv. Rep. of),2013,Primary energy production (petajoules),7698
Venezuela (Boliv. Rep. of),2014,Primary energy production (petajoules),7460
Venezuela (Boliv. Rep. of),2015,Primary energy production (petajoules),7337
Venezuela (Boliv. Rep. of),1990,Net imports [Imports - Exports - Bunkers] (petajoules),-4027
Venezuela (Boliv. Rep. of),1995,Net imports [Imports - Exports - Bunkers] (petajoules),-5772
Venezuela (Boliv. Rep. of),2000,Net imports [Imports - Exports - Bunkers] (petajoules),-6320
Venezuela (Boliv. Rep. of),2005,Net imports [Imports - Exports - Bunkers] (petajoules),-5883
Venezuela (Boliv. Rep. of),2010,Net imports [Imports - Exports - Bunkers] (petajoules),-4983
Venezuela (Boliv. Rep. of),2013,Net imports [Imports - Exports - Bunkers] (petajoules),-4858
Venezuela (Boliv. Rep. of),2014,Net imports [Imports - Exports - Bunkers] (petajoules),-4733
Venezuela (Boliv. Rep. of),2015,Net imports [Imports - Exports - Bunkers] (petajoules),-4890
Venezuela (Boliv. Rep. of),1990,Changes in stocks (petajoules),-18
Venezuela (Boliv. Rep. of),1995,Changes in stocks (petajoules),24
Venezuela (Boliv. Rep. of),2000,Changes in stocks (petajoules),15
Venezuela (Boliv. Rep. of),2005,Changes in stocks (petajoules),-336
Venezuela (Boliv. Rep. of),2010,Changes in stocks (petajoules),-54
Venezuela (Boliv. Rep. of),2013,Changes in stocks (petajoules),39
Venezuela (Boliv. Rep. of),2014,Changes in stocks (petajoules),-33
Venezuela (Boliv. Rep. of),2015,Changes in stocks (petajoules),-2
Venezuela (Boliv. Rep. of),1990,Total supply (petajoules),1944
Venezuela (Boliv. Rep. of),1995,Total supply (petajoules),2167
Venezuela (Boliv. Rep. of),2000,Total supply (petajoules),2629
Venezuela (Boliv. Rep. of),2005,Total supply (petajoules),2737
Venezuela (Boliv. Rep. of),2010,Total supply (petajoules),3211
